0.0063334,0.0066721,0.11578
0.0063203,0.0066776,0.11367
0.0063069,0.0066853,0.1128
0.0062908,0.0066858,0.11181
0.0062876,0.0066695,0.10959
0.0062987,0.006654,0.10849
0.0063123,0.006649,0.10732
0.006313,0.0066545,0.10499
0.0063178,0.0066554,0.10385
0.00632,0.0066499,0.10276
0.0063019,0.0066492,0.10051
0.0062624,0.0066195,0.0993
0.0062543,0.0065984,0.098035
0.0062902,0.0065899,0.095554
0.0063038,0.0066143,0.094178
0.0063044,0.0066275,0.09291
0.0063134,0.0066116,0.090493
0.0063295,0.0066039,0.089083
0.0063139,0.0066035,0.087691
0.0062957,0.0065927,0.085096
0.0063132,0.0065841,0.083423
0.0063235,0.0066001,0.081788
0.0063323,0.0066219,0.079031
0.0063354,0.0066008,0.077194
0.0063481,0.0065788,0.07544
0.0063566,0.0065721,0.072588
0.0063566,0.006565,0.070501
0.0063531,0.0065605,0.06839
0.0063469,0.0065727,0.065154
0.0063471,0.0065732,0.062512
0.0063421,0.0065888,0.0597
0.0063434,0.0065889,0.055757
0.0063558,0.0065837,0.052178
0.0063686,0.0065688,0.048025
0.0063785,0.0065658,0.042385
0.0063801,0.0065639,0.036166
0.006375,0.0065946,0.030944
0.0063756,0.0065983,0.028197
0.0064049,0.0066145,0.026493
0.0063859,0.0066237,0.026898
0.0063827,0.006619,0.029914
0.0063866,0.0066044,0.032829
0.0063821,0.0066066,0.033875
0.0063685,0.0066164,0.033899
0.006365,0.0066121,0.032621
0.0063746,0.0066151,0.030469
0.0063718,0.0066271,0.030143
0.0063736,0.006632,0.031324
0.0063666,0.0066338,0.031816
0.0063661,0.0066292,0.031942
0.006365,0.0066287,0.031919
0.0063574,0.0066343,0.031242
0.0063615,0.0066304,0.031081
0.0063648,0.0066266,0.031829
0.0063614,0.0066275,0.031896
0.0063618,0.0066283,0.031434
0.0063634,0.0066278,0.031554
0.0063646,0.0066264,0.031601
0.0063626,0.0066294,0.031378
0.0063636,0.0066291,0.03165
0.0063654,0.0066269,0.031794
0.0063646,0.0066277,0.031381
0.0063633,0.006628,0.031399
0.0063614,0.0066265,0.031719
0.0063634,0.0066268,0.031539
0.0063632,0.0066284,0.031448
0.006363,0.0066286,0.031672
0.0063637,0.0066276,0.031524
0.0063642,0.0066289,0.031384
0.006364,0.0066289,0.031654
0.0063644,0.0066287,0.031632
0.0063648,0.0066281,0.031392
0.0063645,0.0066284,0.031548
0.0063639,0.0066287,0.031639
0.0063644,0.0066278,0.03144
0.0063669,0.0066295,0.04483
0.0063668,0.0066302,0.090225
0.0063658,0.0066311,0.16312
0.0063651,0.0066324,0.23454
0.0063645,0.0066337,0.28303
0.0063639,0.0066351,0.30699
0.0063632,0.0066365,0.30643
0.0063626,0.0066378,0.28134
0.0063619,0.0066392,0.23174
0.0064178,0.0066146,0.20116
0.0064465,0.006627,0.19667
0.0064512,0.0066293,0.19647
0.0064501,0.0066242,0.19623
0.0064639,0.0066237,0.20425
0.0064563,0.0066064,0.2178
0.0064358,0.0065801,0.22368
0.0064274,0.0065633,0.22502
0.0064406,0.0065576,0.22673
0.0064551,0.0065484,0.22978
0.0064503,0.0065341,0.23097
0.0064322,0.0065081,0.22634
0.0064175,0.0064912,0.22166
0.006405,0.0064755,0.2183
0.0063862,0.0064502,0.21516
0.0063549,0.0064158,0.21503
0.0063481,0.0063998,0.21866
0.0063521,0.0064196,0.22192
0.0063862,0.0064503,0.224
